"simplified";"traditional";"pinyin";"description"
"𧬬諰";"𧬬諰";"ngaap3 sloi1";"胡言，胡说：你冇使跟啲~，我冇想听。"
"噏諰";"噏諰";"ngaap3 sloi1";"胡言，胡说：你冇使跟啲~，我冇想听。"
"啮木虫";"齧木蟲";"ngaat4 muk4 cung4";"蛀木虫"
"咬梗";"咬梗";"ngaau2 gang2";"志在必得"
"咬实实";"咬實實";"ngaau2 sat4 sat4";"一口咬定"
"咬紧";"咬緊";"ngaau2 gan2";"紧跟着，跟进"
"咬砞牙";"咬砞牙";"ngaau2 maat3 ngaa4";"咬硬物使牙齿损坏"
"熬出头";"熬出頭";"ngaau4 cat1 tau4";"忍耐支撑直到从困境中解脱"
"熬冇过";"熬冇過";"ngaau4 mau2 gwo3";"熬不过，不能忍耐支撑到一定时间"
"熬夜守更";"熬夜守更";"ngaau4 je4 sau2 gaang1";"①出于某种需要而彻夜不眠；②喻勤奋拼搏、吃苦耐劳"
"鳌鱼翻身";"鰲魚翻身";"ngaau4 nji4 faan1 san1";"指地震，又作“鳌鱼动翅”。"
"艺多好防身";"藝多好防身";"ngai4 do1 hau2 fong4 san1";"指掌握多门手艺容易谋生"
"眲秤";"眲秤";"ngak1 cing3";"缺斤少两：去东风市场小心捱～。"
"眲眲骗骗";"眲眲騙騙";"ngak1 ngak1 pin3 pin3";"坑蒙拐骗：一日到黑～冇做过正经嘢。"
"眲人";"眲人";"ngak1 njan4";"骗人：嗰摊嘢够～！"
"眲死人冇填命";"眲死人冇填命";"ngak1 sli2 njan4 mau2 tin4 meng4";"喻骗人的手段高明"
"伌头";"伌頭";"ngak1 tau4";"点头，同意：冇听得识又一直在啲～。"
"吟吟沉沉";"吟吟沉沉";"ngam4 ngam4 cam4 cam4";"喃喃自语，念念有词：阿公成日自己在啲～。"
"吟沉";"吟沉";"ngam4 cam4";"喃喃自语，念念有词"
"奀奀";"奀奀";"ngan1 ngan1";"非常瘦小的样子"
"银包";"銀包";"ngan4 baau1";"钱包，荷包"
"银包铁";"銀包鐵";"ngan4 baau1 tit3";"银环蛇"
"银仔";"銀仔";"ngan4 zai2";"硬币"
"银纸";"銀紙";"ngan4 zi2";"①纸钞；②泛指钱币"
"级头";"級頭";"ngap1 tau4";"台阶"
"𠲺得就𠲺";"𠲺得就𠲺";"ngap1 dak1 zau4 ngap1";"讲话随意或缺乏依据：你冇～，我可以告你诽谤！"
"𠲺三𠲺四";"𠲺三𠲺四";"ngap1 slaam1 ngap1 sli3";"东讲西讲"
"𠲺是非";"𠲺是非";"ngap1 si4 fi1";"讲是非"
"噏得就噏";"噏得就噏";"ngap1 dak1 zau4 ngap1";"讲话随意或缺乏依据：你冇～，我可以告你诽谤！"
"噏三噏四";"噏三噏四";"ngap1 slaam1 ngap1 sli3";"东讲西讲"
"噏是非";"噏是非";"ngap1 si4 fi1";"讲是非"
"勾三勾四";"勾三勾四";"ngau1 slaam1 ngau1 sli3";"喜欢勾引异性，作风不正，感情不够专一"
"勾到";"勾到";"ngau1 dau3";"勾搭上异性"
"勾嘢";"勾嘢";"ngau1 nje2";"引诱异性"
"勾水沟";"勾水溝";"ngau1 sui2 gau1";"疏通下水道"
"勾垃圾";"勾垃圾";"ngau1 laap4 slaap3";"清理垃圾"
"勾禾秆";"勾禾稈";"ngau1 wo4 gon2";"用勾耙将稻草收集起来"
"𧺤厕所";"𧺤廁所";"ngau1 ci3 slo2";"蹲厕所"
"𧺤低";"𧺤低";"ngau1 dai1";"蹲下"
"𧺤粪坑";"𧺤糞坑";"ngau1 fan3 haang1";"蹲厕所"
"𧺤盆";"𧺤盆";"ngau1 pun4";"蹲式马桶"
"藕饼";"藕餅";"ngau2 beng2";"将莲藕剁碎，拌和生粉与猪肉粒调味后煎制的风味小吃"
"牛巴";"牛巴";"ngau4 baa1";"一种小吃，将牛肉以香料腌制，后经晾干、油炸而成。"
"牛百叶";"牛百葉";"ngau4 baak3 jip4";"①牛胃；②一种折叠刀具，刀柄弯曲，刀身尖细，又被称为牛角刀。"
"牛百篇";"牛百篇";"ngau4 baak3 pen1";"历书。"
"牛鞭";"牛鞭";"ngau4 bin1";"牛的生殖器。"
"牛抽";"牛抽";"ngau4 cau1";"形容人满口脏话。"
"牛高马大";"牛高馬大";"ngau4 gau1 maa2 daai4";"比喻人长得高大强壮。"
"牛角虫";"牛角蟲";"ngau4 gok3 cung4";"天牛，常栖于苦楝树上。"
"牛栏";"牛欄";"ngau4 laan1";"牛圈。"
"牛话";"牛話";"ngau4 waa4";"粗口。"
"牛杂";"牛雜";"ngau4 zaap4";"牛的内脏做成的食物。"
"牛仔";"牛仔";"ngau4 zai2";"①小牛；②比喻调皮、难管教的小孩：我只～冇识几难教。"
"研碎";"研碎";"ngen4 slui3";"碾压成为颗粒状"
"啮坏";"齧壞";"nget4 waai4";"虫、鼠等将物品啃坏"
"扤凳";"扤凳";"nget4 dang3";"坐在凳子上小幅度来回摇动凳子"
"扤棋";"扤棋";"nget4 ki4";"磨棋，迟迟不落子"
"扤价";"扤價";"nget4 gaa3";"讨价还价"
"扤来扤去";"扤來扤去";"get4 loi4 nget4 hi3";"拖来拖去"
"齮龁";"齮齕";"ngi4 nget4";"①啃咬；②不停地小声说话，念念有词"
"齮齮龁龁";"齮齮齕齕";"ngi4 ngi1 nget4 nget4";"不停地小声说话，念念有词"
"齮齮吟吟";"齮齮吟吟";"ngi4 ngi4 ngam4 ngam4";"同“齮齮龁龁”，念念有词"
"鹅笋菜";"鵝筍菜";"ngo1 slan2 coi3";"又“鹅仔菜”，官话莴笋（学名：Lactuca sativa var augustana）。（图自：https://commons.wikimedia.org/wiki/File:Celtuce.jpg）"
"我哋";"我哋";"ngo2 di4";"我们"
"我顶";"我頂";"ngo2 ding2";"脏话，用于表达强烈的情绪，亦作“我顶你个肺”。"
"我屌";"我屌";"ngo2 diu2";"脏话，用于表达强烈的情绪。"
"我撴";"我撴";"ngo2 dan3 ";"脏话，用于表达强烈的情绪，亦作“我撴你虾笼”"
"我双";"我雙";"ngo2 song1";"脏话，用于表达强烈的情绪，亦作“我双撴你虾笼”"
"饿流";"餓流";"ngo4 lau4";"形容饥不择食的样子。"
"饿鬼节";"餓鬼節";"ngo4 gwai2 zit3";"中元节，民间祭奠孤魂野鬼的民俗节日，又称“七月十四”"
"饿死";"餓死";"ngo4 sli2";"饿死人，常喻肚子很饿。"
"饿扁";"餓扁";"ngo4 ben2";"肚子很饿，以至前胸贴后背。"
"饿癄癄";"餓癄癄";"ngo4 caau1 caau1";"肚子很饿，饥不择食的样子。"
"饿㾭㾭";"餓㾭㾭";"ngo4 cau1 cau1";"肚子很饿，饥不择食的样子：～嗰阵食乜都香。"
"艾䊦";"艾䊦";"ngoi4 et3";"用艾叶拌糯米粉制成的小吃"
"外父佬";"外父佬";"ngoi4 fu4 lau2";"岳父"
"外母乸";"外母乸";"ngoi4 mu2 naa2";"岳母"
"外家";"外家";"ngoi4 gaa1";"娘家"
"外妈";"外媽";"ngoi4 maa1";"同“外嬷”"
"外嬷";"外嬤";"ngoi4 maa1";"外婆，妈妈的妈妈，又作“外妈”"
"外公";"外公";"ngoi4 gung1";"妈妈的爸爸"
"外头";"外頭";"ngoi4 tau4";"外面"
"外头人";"外頭人";"ngoi4 tau4 njan4";"外人"
"昂头";"昂頭";"ngong2 tau4";"抬头：流鼻血了要～。"
"昂白";"昂白";"ngong2 baak4";"昂面翻白眼的死状"
"昂白桠杈";"昂白椏杈";"ngong2 baak4 ngaa1 caa1";"四脚朝天"
"戆佬";"戇佬";"ngong3 lau2";"傻子，疯子"
"戆丧";"戇喪";"ngong3 slong3";"傻乎乎：冇见过同你咁～嘅人！"
"戇婆";"戇婆";"ngong4 po4";"傻女人"
"旗";"旗";"nguk4 ki4";"摇旗"
"头";"頭";"nguk4 tau4";"摇头"
"你哋";"你哋";"ni2 di4";"你们"
"女装";"女裝";"ni2 zong1";"女式的：~摩托车"
"女郎";"女郎";"ni2 long4";"女婿"
"女家";"女家";"ni2 gaa1";"婚姻关系中对女方家庭的称呼。"
"女仔";"女仔";"ni2 zai2";"女孩子"
"䵒𪞗𪞗";"䵒𪞗𪞗";"nik1 naat4 naat4";"黏乎乎：回南天屋里头到处～。"
"逆意";"逆意";"nik4 ji3";"叛逆，不顺从"
"粘手";"粘手";"nim1 sau2";"粘手"
"粘手䊦";"粘手䊦";"nim1 sau2 et3";"①喜欢粘人的小孩子；②指甩不掉的麻烦事"
"念恩";"念恩";"nim4 an1";"感恩，记得别人的恩情"
"严师出高徒";"嚴師出高徒";"nim4 sli1 cat1 gau1 tu4";"严格的老师培养出优秀的学生。"
"年把";"年把";"nin4 baa2";"一年多。"
"年前";"年前";"nin4 cin4";"春节之前。"
"年初一";"年初一";"nin4 co1 jat1";"大年初一"
"年几";"年幾";"nin4 gi2";"一年多"
"年尾";"年尾";"nin4 mi2";"年底"
"年卅晚";"年卅晚";"nin4 slaa1 maan2";"除夕夜"
"年三晚四";"年三晚四";"nin4 slaam1 maan2 sli3";"临近春节：~，要小心防盗"
"年世";"年世";"nin4 sai3";"年代，时代，一般指距今较遥远的时期：冇识乜～嘅事咯。"
"嫩粒粒";"嫩粒粒";"nin4 nap1 nap1";"喻人长相很年轻，或蔬菜很嫩：只妹仔～。"
"嫩水";"嫩水";"nin4 sui2";"长相显年轻：咁～就做到老总啦？"
"嫩途";"嫩途";"nin4 tu4";"社会经验少，不够老练"
"拧袋";"擰袋";"ning1 doi4";"拎包"
"拧来拧去";"擰來擰去";"ning1 loi4 ning1 hi3";"拿来拿去"
"拧实实";"擰實實";"ning1 sat4 sat4";"拿得紧紧的"
"拧紧紧";"擰緊緊";"ning1 gan2 gan2";"攥得紧紧的"
"拧转头";"擰轉頭";"ning4 zin3 tau4";"回头：上课要睇黑板，冇得通日～跟同学倾偈。"
"尿脬";"尿脬";"niu4 paau1";"膀胱"
"摣实实";"摣實實";"njaa1 sat4 sat4";"拿住不松开手"
"廿四";"廿四";"njaa4 sli3";"二十四，常喻人的思维不正常：乱𠲺～。"
"搋面粉";"搋麪粉";"njaai1 min4 fan2";"和面，揉面"
"搋酸菜";"搋酸菜";"njaai1 slin1 coi3";"将菜揉软后腌酸菜"
"踩踭";"踩踭";"njaai2 zaang1";"穿鞋踩着鞋帮。"
"踩低";"踩低";"njaai2 dai1";"打压、贬低。"
"踩𪐀泥";"踩𪐀泥";"njaai2 naa1 nai4";"喻狠狠打击。"
"踩融";"踩融";"njaai2 jung4";"踩烂。"
"炠𦢊";"炠𦢊";"njaap3 buk4";"身上的痒孢：过敏周身起～。"
"炠口";"炠口";"njaap3 hau2";"令嘴巴发痒：啲芋头～噶。"
"挠𦢊";"撓𦢊";"njaau1 buk4";"抓挠身上的痒孢"
"挠耳朵";"撓耳朵";"njaau1 nji2 do2";"挠耳朵"
"挠耙";"撓耙";"njaau1 paa4";"晒晾谷物豆类的齿状农具"
"挠破面皮";"撓破面皮";"njaau1 po3 min4 pi4";"撕破脸皮，喻不留情面"
"挠身";"撓身";"njaau1 san1";"挠痒痒"
"挠死";"撓死";"njaau1 sli2";"喻死缠，不善罢甘休"
"搋融";"搋融";"njai1 jung4";"揉烂：等阵我就～你！"
"搋死";"搋死";"njai1 sli2";"掐死"
"饮酒";"飲酒";"njam2 zau2";"①喝酒；②吃酒席：下星期回村头～。"
"饮得";"飲得";"njam2 dak1";"①可以喝的，味尚佳的：水鬼冲都～；②酒量好：佢好～。"
"饮醉";"飲醉";"njam2 zui3";"喝醉"
"饮饱";"飲飽";"njam2 baau2";"喝足"
"饮茶";"飲茶";"njam2 caa4";"喝茶，吃茶点"
"饮胜";"飲勝";"njam2 sing3";"干杯"
"饮水";"飲水";"njam2 sui2";"喝水"
"饮烧酒";"飲燒酒";"njam2 siu1 zau2";"喝酒"
"饮癫饮戆";"飲癲飲戇";"njam2 din1 njam2 ngong3";"过量饮酒，以至于过度兴奋、木僵或神志不清。"
"饮早茶";"飲早茶";"njam2 zau2 caa4";"吃早餐茶点，食物主要由中式点心和茶水构成，是岭南地区常见的民间饮食习俗。"
"任够";"任夠";"njam4 gau3";"保证足够：一䊆水～你食猪脚粉啦！"
"任食";"任食";"njam4 sik4";"不加限制，随意吃：豆腐花十文～。"
"任讲";"任講";"njam4 gong2";"不在意别人怎么说。"
"任教冇听";"任教冇聽";"njam4 gaau3 mau2 teng1";"（小孩）不听话，难教导。"
"人情";"人情";"njan4 cing4";"情面，人与人之间的社会关系：都要还只～俾人哋正得。"
"人哋";"人哋";"njan4 di4";"他们，人家"
"人家";"人家";"njan4 gaa1";"①别人；②指“我”（有亲热或俏皮意味）：~惊丑啊！"
"人公仔";"人公仔";"njan4 gung1 zai2";"小玩偶"
"人仔细细";"人仔細細";"njan4 zai2 slai3 slai3";"年纪轻轻：~就学人家拍拖。"
"人情紧过债";"人情緊過債";"njan4 cing4 gan2 gwo3 zaai3";"喻处理人情比处理债务的压力大"
"人有气，树有皮";"人有氣，樹有皮";"njan4 jau2 hi3,si4 jau2 pi4";"喻指人总有自尊心"
"芿荛荛";"芿蕘蕘";"njang1 njaau4 njaau4";"乱糟糟"
"芿□□";"芿□□";"njang1 zaau4 zaau4";"乱糟糟"
"芿得纱咁乱";"芿得紗咁亂";"njang1 dak1 saa1 gam2 lin4";"搞得乱糟糟的，喻处理事情没有条理，思路混乱"
"扔实实";"扔實實";"njang1 sat4 sat4";"纠缠住，不善罢甘休：阿婆～只司机冇畀走。"
"韧皮";"韌皮";"njang3 pi4";"①顽皮；②顽强：佢都~哦，劏了几次羊仲撑得落去。"
"日本鬼";"日本鬼";"njat4 bun2 gwai2";"日本鬼子，对日本人的蔑称。"
"日本仔";"日本仔";"njat4 bun2 zai2";"日本人，带轻蔑义。"
"日晚";"日晚";"njat4 maan2";"一整天，日以继夜：~加班。"
"日日";"日日";"njat4 njat4";"每天。"
"日头";"日頭";"njat4 tau4";"①太阳；②白天。"
"日子";"日子";"njat4 zi2";"日期，吉日：准备睇~入新屋。"
"日逐";"日逐";"njat4 zuk4";"每天。"
"揪定";"揪定";"njau1 ding4";"揪着不放"
"揪实实";"揪實實";"njau1 sat4 sat4";"揪着不放手"
"揪头发";"揪頭髮";"njau1 tau4 faat3";"揪住头发，常指打架时用手抓头发。"
"皱瓜皮";"皺瓜皮";"njau3 gwaa1 pi4";"钦州特产，压扁腌制的黄瓜皮"
"皱巴巴";"皺巴巴";"njau3 baa1 baa1";"（指布、丝、纸等）有较多褶皱"
"皱过瓜皮";"皺過瓜皮";"njau3 gwo3 gwaa1 pi4";"①布、丝、纸等有很多褶皱；②人忧虑时皱额头的神态：佢片面仲～。"
"怩怩忸忸";"怩怩忸忸";"nji1 nji1 njuk1 njuk1";"忸怩，亦指不安份，小动作不断：你冇论日～。"
"耳边风";"耳邊風";"nji2 bin1 fung1";"比喻对他人的话充耳不闻。"
"耳竉";"耳竉";"nji2 lung1";"耳洞。"
"耳屎抠";"耳屎摳";"nji2 si2 kau1";"挖耳勺。"
"耳油";"耳油";"nji2 jau4";"耳屎。"
"耳仔";"耳仔";"nji2 zai2";"耳朵。"
"耳朵椗";"耳朵椗";"nji2 do2 deng3";"耳垂。"
"耳叮叮";"耳叮叮";"nji2 ding1 ding1";"竖起耳朵（听）。"
"耳鬼出风";"耳鬼出風";"nji2 gwai2 cat1 fung1";"听力有问题，导致误会。"
"耳鬼疮";"耳鬼瘡";"nji2 gwai2 cong1";"化脓性中耳炎。"
"二五仔";"二五仔";"nji4 ng2 zai2";"内奸，叛徒"
"二家衬";"二家襯";"nji4 gaa1 can3";"形容两人般配"
"鱼鞭";"魚鞭";"nji4 bin1";"鱼竿"
"鱼簕";"魚簕";"nji4 laak4";"鱼刺"
"鱼生";"魚生";"nji4 saang1";"生鱼片"
"鱼腥草";"魚腥草";"nji4 sling1 cau2";"三白草科蕺菜属一种草本植物（学名：Houttuynia cordata），有腥味，常用作中药材。（图自：https://commons.wikimedia.org/wiki/File:Houttuynia_cordata.jpg）"
"鱼蛋";"魚蛋";"nji4 daan4";"鱼卵"
"鱼鳔";"魚鰾";"nji4 peu3";"鱼中用以沉浮的器官，呈气囊状"
"鱼秧";"魚秧";"nji4 joeng1";"即鱼苗"
"鱼鳝肚";"魚鱔肚";"nji4 sin2 tu2";"（干）鱼鳔。"
"鱼䤔";"魚䤔";"nji4 zam2";"腌制的鱼酱。"
"染上";"染上";"njim2 soeng2";"沾染上（坏习气）"
"软掉掉";"軟掉掉";"njin2 deu4 deu4";"柔软并松弛地下垂的样子：啲柳树支～到。"
"软熟";"軟熟";"njin2 suk4";"松软，柔软：张被好～。"
"软疧疧";"軟疧疧";"njin2 slaai4 slaai4";"软绵绵，无力的样子"
"软攰";"軟攰";"njin2 gui4";"无力的样子"
"软𦻀𦻀";"軟𦻀𦻀";"njin2 de4 de4";"柔软并松弛地下垂的样子"
"认契";"認契";"njing4 kai3";"认干父母，一种民间习俗，父母通过让小孩“认契”来为其驱邪改运，庇佑其健康成长，通常在结婚前“脱契“解除此关系。"
"认真系";"認真係";"njing4 zan1 hai4";"果真是这样。"
"认屋";"認屋";"njing4 uk1";"认门，记住某人的住处：今晚上来食餐饭顺便～。"
"认契";"認契";"njing4 kai3";"认干父母，一种民间习俗，父母通过让小孩“认契”来为其驱邪改运，庇佑其健康成长，通常在结婚前“脱契”，解除此关系。"
"认路";"認路";"njing4 lu4";"记住（去某处的）路"
"认生";"認生";"njing4 saang1";"表示（小孩子）胆怯，害怕与陌生人接触"
"认床";"認牀";"njing4 cong4";"除了自家的床铺之外，在别的床铺上都睡不好"
"认钱冇认人";"認錢冇認人";"njing4 cin4 mau2 njing4 njan4";"只认钱不认人，喻为人贪婪。"
"热气";"熱氣";"njit4 hi3";"上火：牛巴好～。"
"热水壶";"熱水壺";"njit4 sui2 fu4";"保温壶。"
"热水瓶";"熱水瓶";"njit4 sui2 ping4";"保温瓶。"
"热头";"熱頭";"njit4 tau4";"同“日头①”，太阳。"
"热嘢";"熱嘢";"njit4 nje2";"容易引起上火的油炸食品：食～容易生炸哥。"
"热辣辣";"熱辣辣";"njit4 laat4 laat4";"温度很高很热。"
"热菜";"熱菜";"nji4 coi3";"加热菜肴。"
"热瘌皮";"熱瘌皮";"njit4 laat3 pi4";"形容天气炎热到好像破皮一般辣痛。"
"热头花";"熱頭花";"njit4 tau4 faa1";"不强烈的太阳光线。"
"热挞皮";"熱撻皮";"njit4 taat3 pi4";"形容天气炎热到好像要使人脱皮的程度"
"月份牌";"月份牌";"njit4 fan4 paai4";"日历"
"月光";"月光";"njit4 gwong1";"月亮：～升就肯大水。"
"月尾";"月尾";"njit4 mi2";"月底"
"弱屄";"弱屄";"njo3 be1";"詈语，形容人没用"
"弱佬";"弱佬";"njo3 lau2";"弱小的人"
"𧿔动";"𧿔動";"njuk1 dung4";"行动，动弹。"
"𧿔来𧿔去";"𧿔來𧿔去";"njuk1 loi4 njuk1 hi3";"动来动去，多动。"
"𧿔手";"𧿔手";"njuk1 sau2";"动手，着手做某事。"
"𧿔手𧿔脚";"𧿔手𧿔腳";"njuk1 sau2 njuk1 goek3";"动手动脚，毛手毛脚。"
"𧿔冇𧿔";"𧿔冇𧿔";"njuk1 mau2 njuk1";"动不动。"
"肉鱼";"肉魚";"njuk4 nji4";"一种鱼，形似沙钻鱼但头略大"
"肉水";"肉水";"njuk4 sui2";"肤色，气色：只妹仔～几好哦！"
"糯米鸡";"糯米雞";"no4 mai2 gai1";"一种小吃，钦州本土做法为油炸糯米饭团，因其外表似鸡皮而得名。"
"娘妈";"娘媽";"noeng1 maa1";"妇女：大肚~。"
"耐耐";"耐耐";"noi4 noi4";"偶尔，间隔不定时间：~去一次三娘湾"
"搙死";"搙死";"nuk1 sli2";"戳死，多用于处死虫蚁：一脚～只骚𫊷。"
"脓臭";"膿臭";"nung1 cau3";"腥臭。"
"脓莶";"膿薟";"nung1 hem1";"腥味呛人。"
"𪒬镬";"𪒬鑊";"nung1 wok4";"（饭菜）烧焦：青菜~了。"
"侬仔";"儂仔";"nung2 zai2";"男孩"
"屙𣳼𣳼";"屙𣳼𣳼";"o1 do4 do4";"儿语，小孩子小便"
"屙𡲢";"屙𡲢";"o1 ke1";"大便"
"屙屁";"屙屁";"o1 pi3";"放屁"
"屙屎";"屙屎";"o1 si2";"大便"
"屙屎冇出赖地硬";"屙屎冇出賴地硬";"o1 si2 mau2 cat1 laai4 di4 ngaang4";"因拉不出大便而责怪地板硬，比喻推卸责任"
"屙尿";"屙尿";"o1 slui1";"小便"
"屙肚";"屙肚";"o1 tu2";"拉肚子：昨晚冇识食错咩今日密之～。"
"哦呵";"哦呵";"o1 ho2";"叹词，表示惊讶，或与古“呜呼”有关：～！你做咩冇去抢？"
"哦呵";"哦呵";"o4 ho1";"叹词，哎呀，表示不顺意，或与古“呜呼”有关：～！又冧庄！"
"恶讲";"惡講";"ok3 gong2";"口才好"
"恶食";"惡食";"ok3 sik4";"胃口大。"
"恶饮";"惡飲";"ok3 njam2";"酒量大。"
"恶得";"惡得";"ok3 dak1";"强行解决：咩招都试齐了，佢仲系冇受我都冇~呢！"
"安名";"安名";"on1 ming4";"取名。"
"安话";"安話";"on1 waa4";"编造谣言：人仔细细就咁劥~。"
"安州";"安州";"on1 zau1";"钦州古称。晋隆安元年（397年），北魏道武帝拓跋珪攻取中山，取希望安宁之意，在中山设安州。"
"案台";"案檯";"on3 toi4";"厨房中供食材放置与处理的桌面或橱面"
"案板";"案板";"on3 baan2";"即砧板，垫放在桌上以防切菜破坏桌子的厚木板"
"哕气";"噦氣";"ot4 hi3";"气逆"
"婠娺";"婠娺";"ot4 zot4";"形容肥胖：肥尸～"
"怕丑";"怕醜";"paa3 cau2";"害羞"
"怕讲";"怕講";"paa3 gong2";"连词，常与“呢”“一𡃀”成框，标示虚拟语气必要条件，“除非”：你满十八岁，就要承担责任，～你未满一𡃀|平闲时我冇想去睇电影，～周末呢就差冇多。"
"扒饭";"扒飯";"paa4 faan4";"用筷子把饭拨到嘴里。"
"爬上爬落";"爬上爬落";"paa4 soeng2 paa4 lok4";"①上下窜，多指小孩、小动物等不安分；②不停攀爬，来回奔波：今日扫屋，~冇得停过。"
"耙田";"耙田";"paa4 tin4";"犁田"
"派猫揾火";"派貓搵火";"paai3 meu1 wan2 fo2";"比喻命人做事，其人却不顾正事而只顾自己得利。"
"牌九";"牌九";"paai4 gau2";"一种牌类娱乐游戏"
"拍档";"拍檔";"paak3 dong3";"合作伙伴：最佳～。"
"拍片";"拍片";"paak3 pen3";"照X光：咳了咁耐要去医院～睇睇。"
"拍相";"拍相";"paak3 sloeng3";"拍照。"
"拍拖";"拍拖";"paak3 to1";"谈恋爱：中学生冇得～。"
"拍图片";"拍圖片";"paak3 tu4 pen3";"一种两人小游戏，玩家各自将绘有图画的纸片置于掌心，后两人击掌，纸片掉落后正面朝上者为胜方，背面朝上者为负方，胜方可获得负方纸片：我细时候最瘾～哦。"
